Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,log_weight,weight_category,log_cost,cost_category,high_rating,low_rating,high_prior_purchases,is_repeat_customer,has_discount,high_discount,weight_cost_ratio,has_customer_calls
2,2,0.828376754911928,-1.4081993653114504,0.932212875293033,1.3883705968363163,2,1,0.0671082632955086,-1.5153258257173987,,-1,0.6586659136196117,0,0,1,0,1,1,0,-0.7842437265032661,1
1,2,0.828376754911928,-0.7007550966049262,0.16235928985526304,-0.3708746086131401,1,1,-0.7532115722093806,1.0572862453467395,0.7213877576966379,0,0.1504518101686032,0,0,1,0,0,0,0,0.909603643705031,1
1,2,0.828376754911928,-1.4081993653114504,-0.10812980773098044,-1.2504972113378683,2,1,1.707747934305287,-0.039758217569605576,-0.040570169532501615,-1,-0.11443468135391073,-1,0,1,0,0,1,0,-0.04457848004590907,1
1,2,0.828376754911928,-1.4081993653114504,0.5368826557439078,1.3883705968363163,2,0,-0.9172755393103584,-1.1832772508213143,,-1,0.42975611534649144,0,0,1,0,1,0,0,-0.7699203621037446,1
1,2,-0.04771131501848488,0.006689172101598107,0.16235928985526304,-1.2504972113378683,2,1,-0.42508363800742494,0.4769656236591077,0.3899897288431199,0,0.1504518101686032,0,0,1,0,0,0,0,0.4103426778810358,0
1,1,0.828376754911928,1.4215777095146467,-0.5450737346010661,-0.3708746086131401,1,0,-1.0813395064113362,1.32451502477508,0.8435114257864988,0,-0.7876199272316431,-1,0,1,0,0,0,0,2.9114938518961675,1
4,2,-0.9237993849488977,0.006689172101598107,-1.002824515131632,-0.3708746086131401,2,1,-0.2610196709064471,-1.0597527349299534,,-1,,-1,0,1,0,0,0,0,375.1981085396583,0
4,2,0.828376754911928,0.006689172101598107,1.1194745582373553,-1.2504972113378683,1,0,1.707747934305287,-0.9839258043827811,-4.130540049474764,-1,0.7511682080760216,0,0,1,0,0,1,0,-0.46423100506620635,1
4,2,-0.04771131501848488,1.4215777095146467,-1.1276656370945135,-0.3708746086131401,1,0,1.707747934305287,-1.0995007227167775,,-1,,-1,0,1,0,0,1,0,8.61234665599792,0
2,2,0.828376754911928,1.4215777095146467,1.1194745582373553,-0.3708746086131401,2,0,1.707747934305287,-0.48738171079968623,-0.6682237864059534,-1,0.7511682080760216,0,0,1,0,0,1,0,-0.22995402747604268,1
2,2,1.7044648248423406,0.006689172101598107,1.4107705094840792,0.5087479941115881,0,0,-0.9172755393103584,-1.5905412487601582,,-1,0.8799464098839711,0,0,1,0,1,0,0,-0.6597646862291112,1
4,1,1.7044648248423406,1.4215777095146467,0.7657580460091908,0.5087479941115881,2,1,-0.2610196709064471,-1.3288160368715318,,-1,0.568580086005668,0,0,1,0,1,0,0,-0.7525470660461118,1
0,2,-0.9237993849488977,0.7141334408081224,-0.773949124866349,-0.3708746086131401,1,0,-0.09695570380546925,1.4339748680649496,0.8895256691484088,0,-1.486995193832733,-1,0,1,0,0,0,0,6.34359352609063,0
1,2,-0.04771131501848488,-1.4081993653114504,1.868521290014645,1.3883705968363163,2,1,-0.42508363800742494,-1.5942102937866343,,-1,1.053796667034911,0,0,1,0,1,0,0,-0.555760314325049,0
4,2,-0.9237993849488977,-1.4081993653114504,-0.0665161004100199,-0.3708746086131401,2,0,1.707747934305287,-0.0929593704535086,-0.09756803433942876,-1,-0.06883156350851859,-1,0,1,0,0,1,0,-0.09958326061578536,0
4,2,-0.9237993849488977,0.7141334408081224,-1.3565410273597964,0.5087479941115881,0,1,-0.7532115722093806,1.3251265322794927,0.8437744600442733,0,,-1,0,1,0,1,0,0,-3.7166172490501834,0
4,2,-0.04771131501848488,-0.7007550966049262,-0.3786189053172239,0.5087479941115881,2,0,-1.0813395064113362,1.1428972959645145,0.7621587899881139,0,-0.4758107062343504,-1,0,1,0,1,0,0,1.8392855942100717,0
1,2,0.828376754911928,0.7141334408081224,0.26639355815766436,1.3883705968363163,1,0,-1.0813395064113362,-1.1747161457595368,,-1,0.23617314283583427,0,0,1,0,1,0,0,-0.927607486781993,1
2,0,-0.9237993849488977,-0.7007550966049262,0.3496209727995854,-0.3708746086131401,0,1,-0.5891476051084028,0.32592327006917615,0.28210902437986574,0,0.2998237921404249,0,0,1,0,0,0,0,0.2414924461295955,0
1,0,-0.04771131501848488,-0.7007550966049262,-0.3786189053172239,-0.3708746086131401,2,0,-0.9172755393103584,0.7876114359007484,0.5808803354055152,0,-0.4758107062343504,-1,0,1,0,0,0,0,1.267517538979578,0
1,2,-0.9237993849488977,-1.4081993653114504,0.5784963630648684,-1.2504972113378683,2,0,1.707747934305287,-0.11986570064766645,-0.12768077025366986,-1,0.4564727249681922,0,0,1,0,0,1,0,-0.07593663403501967,0
3,2,0.828376754911928,-1.4081993653114504,0.6409169240463092,-0.3708746086131401,0,1,-0.09695570380546925,1.022430317595217,0.7042999157575726,0,0.49525518562615606,0,0,1,0,0,0,0,0.623084753781455,1
4,2,1.7044648248423406,1.4215777095146467,0.932212875293033,0.5087479941115881,1,0,0.0671082632955086,-1.490254018036479,,-1,0.6586659136196117,0,0,1,0,1,1,0,-0.7712680300872501,1
4,2,-0.04771131501848488,0.7141334408081224,-1.002824515131632,-0.3708746086131401,2,1,1.707747934305287,-1.547124215946858,,-1,,-1,0,1,0,0,1,0,547.748602448788,0
0,2,-0.04771131501848488,0.006689172101598107,-0.3786189053172239,0.5087479941115881,1,0,-1.0813395064113362,-1.1031697677432535,,-1,-0.4758107062343504,-1,0,1,0,1,0,0,-1.775351353916613,0
4,2,-0.9237993849488977,0.006689172101598107,0.47446209476246703,-0.3708746086131401,2,1,1.707747934305287,-0.8744659610929116,-2.075178330834214,-1,0.38829324176233615,0,0,1,0,0,1,0,-0.5930745620380199,0
4,0,1.7044648248423406,-1.4081993653114504,1.2859293875211975,0.5087479941115881,1,0,-1.0813395064113362,-1.5997138613263484,,-1,0.826772675797202,0,0,1,0,1,0,0,-0.6998089573803662,1
4,1,-0.04771131501848488,-1.4081993653114504,0.3288141191391052,1.3883705968363163,1,1,0.0671082632955086,-1.286622019067057,,-1,0.28428690474146223,0,0,1,0,1,1,0,-0.9682483054143171,0
3,0,-0.04771131501848488,-1.4081993653114504,-1.3565410273597964,-0.3708746086131401,1,1,-0.09695570380546925,0.9129704743053475,0.6486572561023876,0,,-1,0,1,0,0,0,0,-2.5606323094594137,0
4,2,1.7044648248423406,0.7141334408081224,1.951748704656566,0.5087479941115881,1,0,-1.0813395064113362,-1.1527018756006804,,-1,1.082397775965845,0,0,1,0,1,0,0,-0.39051490859713833,1
3,0,-0.04771131501848488,0.7141334408081224,-0.6699148565639477,1.8281818981986804,1,0,0.0671082632955086,1.0059196149760745,0.6961026164417504,0,-1.1084046473882936,-1,0,1,0,1,1,0,3.047454982386846,0
3,2,-0.9237993849488977,1.4215777095146467,-0.08732295407050017,-1.2504972113378683,1,0,-0.7532115722093806,0.2727221171852731,0.24115800602568394,0,-0.09137318940906794,-1,0,1,0,0,0,0,0.2988155760042416,0
4,2,-1.7998874548793105,-0.7007550966049262,-0.08732295407050017,1.3883705968363163,1,0,-0.2610196709064471,0.959445044640711,0.6726612926611564,0,-0.09137318940906794,-1,0,1,0,1,0,0,1.0512426590761699,0
2,2,-0.9237993849488977,-1.4081993653114504,-0.5034600272801055,-1.2504972113378683,1,0,-1.2454034735123143,0.868330426483222,0.6250452120028257,0,-0.700091289734777,-1,0,1,0,0,0,0,1.7487623840771023,0
0,2,-1.7998874548793105,0.7141334408081224,0.7241443386882302,-1.2504972113378683,2,0,0.23117223039648643,1.0731854404614691,0.7290862845716669,0,0.5447308918739396,0,0,1,0,0,1,0,0.6224452421877706,0
0,2,-0.04771131501848488,-0.7007550966049262,-0.23297092969386204,-0.3708746086131401,1,1,-0.2610196709064471,1.0444445877540733,0.7151261573758192,0,-0.2652305770213339,-1,0,1,0,0,0,0,1.3616753630174836,0
1,1,-0.9237993849488977,1.4215777095146467,-1.4813821493226782,-1.2504972113378683,2,1,-0.2610196709064471,1.163077043610133,0.7715317652039603,0,,-1,0,1,0,0,0,0,-2.4161200103631257,0
3,1,0.828376754911928,1.4215777095146467,-0.5450737346010661,-1.2504972113378683,2,1,0.0671082632955086,0.6206698871960872,0.4828395743872086,0,-0.7876199272316431,-1,0,1,0,0,1,0,1.364330737535696,1
4,0,-0.04771131501848488,0.7141334408081224,-0.7323354175453884,-0.3708746086131401,1,0,-0.42508363800742494,0.5907060194798659,0.4641779550854245,0,-1.3180206403292745,-1,0,1,0,0,0,0,2.2068889879371065,0
3,2,-0.9237993849488977,0.7141334408081224,-0.44103946629866475,-0.3708746086131401,2,0,1.707747934305287,-0.08684429540938182,-0.09084887120747183,-1,-0.5816764099270779,-1,0,1,0,0,1,0,-0.1553674904994001,0
4,2,-0.04771131501848488,1.4215777095146467,-0.42023261263818446,-1.2504972113378683,1,1,1.707747934305287,-0.052599875162271825,-0.0540337567237291,-1,-0.54512831215898,-1,0,1,0,0,1,0,-0.09072582609660625,0
0,2,0.828376754911928,0.7141334408081224,-0.08732295407050017,0.5087479941115881,1,0,-0.9172755393103584,0.07398217825115262,0.07137340214187374,0,-0.09137318940906794,-1,0,1,0,1,0,0,0.08106063210541992,1
3,2,1.7044648248423406,1.4215777095146467,1.8269075826936845,0.5087479941115881,1,1,-0.9172755393103584,-1.6052174288660626,,-1,1.0391833872303946,0,0,1,0,1,0,0,-0.5678351279303209,1
3,2,0.828376754911928,1.4215777095146467,-0.3994257589777042,-1.2504972113378683,0,1,1.707747934305287,-0.5662661788689217,-0.8353242484027166,-1,-0.5098690130934217,-1,0,1,0,0,1,0,-0.9428745693538654,1
4,1,0.828376754911928,0.7141334408081224,-0.31619834433578314,-1.2504972113378683,1,1,-0.7532115722093806,-0.32166317710385034,-0.3881113254681352,-1,-0.38008738051017327,-1,0,1,0,0,0,0,-0.47040420923140347,1
4,2,1.7044648248423406,0.006689172101598107,0.7657580460091908,0.5087479941115881,2,1,-0.2610196709064471,-1.22791729864344,,-1,0.568580086005668,0,0,1,0,1,0,0,-0.6954051838634796,1
0,0,0.828376754911928,-1.4081993653114504,1.2651225338607173,1.3883705968363163,1,1,-0.7532115722093806,-1.3948588473481012,,-1,0.8176288563064619,0,0,1,0,1,0,0,-0.6157984067072423,1
4,2,-0.9237993849488977,1.4215777095146467,-0.9404039541501912,-0.3708746086131401,2,1,1.707747934305287,-1.3049672441994373,,-1,-2.820166051913612,-1,0,1,0,0,1,0,-21.896876304313125,0
2,2,-0.9237993849488977,-1.4081993653114504,-0.02490239308905937,-1.2504972113378683,1,0,-1.0813395064113362,0.746640433105099,0.5576941903374136,0,-0.025217703342679906,-1,0,1,0,0,0,0,0.7657084047928471,0
1,0,-0.9237993849488977,0.7141334408081224,-0.6491080029034674,-1.2504972113378683,2,1,-0.5891476051084028,-1.4028084449054659,,-1,-1.047276803445487,-1,0,1,0,0,0,0,-3.9978353924086343,0
2,2,0.828376754911928,-1.4081993653114504,0.5368826557439078,-0.3708746086131401,2,0,0.23117223039648643,-1.3985278923745772,,-1,0.42975611534649144,0,0,1,0,0,1,0,-0.9099770155826491,1
1,2,-0.9237993849488977,0.7141334408081224,0.49526894842294733,-1.2504972113378683,2,1,1.707747934305287,-0.05565741268433522,-0.05726626838063072,-1,0.40230608927350225,0,0,1,0,0,1,0,-0.037222342337167376,0
4,1,0.828376754911928,0.7141334408081224,1.0986677045768751,-1.2504972113378683,2,0,-0.5891476051084028,0.5876484819578025,0.46225397935279317,0,0.741302717003831,0,0,1,0,0,0,0,0.2800102563527473,1
4,2,-0.04771131501848488,-1.4081993653114504,-0.9612108078106715,0.5087479941115881,2,1,-0.9172755393103584,1.029768407648169,0.7079217016431387,0,-3.2496136229771038,-1,0,1,0,1,0,0,26.547817820539027,0
1,2,-0.9237993849488977,0.006689172101598107,0.8073717533301513,1.3883705968363163,2,0,0.0671082632955086,-1.1508673530874423,,-1,0.5918737200190949,0,0,1,0,1,1,0,-0.636762940975992,0
0,1,-1.7998874548793105,-0.7007550966049262,-0.9820176614711517,-0.3708746086131401,1,1,-0.5891476051084028,1.377716177658983,0.8661404377639884,0,-4.018365195612537,-1,0,1,0,0,0,0,76.61496169971267,0
4,2,-0.9237993849488977,1.4215777095146467,0.6409169240463092,1.8281818981986804,2,1,1.707747934305287,-0.37853337501422946,-0.475673070220258,-1,0.49525518562615606,0,0,1,0,1,1,0,-0.23068405808187442,0
0,2,-0.04771131501848488,0.006689172101598107,0.7865648996696711,1.8281818981986804,2,1,-0.5891476051084028,0.3534411077677467,0.3026503180563175,0,0.580294725652258,0,0,1,0,1,0,0,0.1978327839269072,0
